id,topic,language,created_at,source,status,input_text,contains_code,tags,safety_flag,quality_score
1219,geography,de,2025-07-14T09:54:41,synthetic,draft,Q1219 (de/geography): classify index query strategy design policy compare pipeline trend embedding query cost.,0,explanatory,1,39.83
1220,education,en,2025-05-26T10:59:41,user,draft,Q1220 (en/education): regulation pipeline query explain benefit evaluate benefit evaluate prompt query.,0,"creative,factual,short",1,27.27
1221,food,es,2025-11-05T09:27:41,synthetic,draft,Q1221 (es/food): cost normalize predict response index prompt policy benefit regulation impact embedding pipeline risk Include figure 313 and version 4.5..,0,"creative,explanatory,narrative",1,45.35
1222,literature,de,2025-07-10T10:24:41,user,draft,Q1222 (de/literature): risk dataset compare embedding impact token index regulation pipeline explain response benefit normalize strategy Include figure 800 and version 3.1..,0,howto,1,52.2
1223,healthcare,en,2025-10-18T10:20:41,user,curated,Q1223 (en/healthcare): dataset trend classify query index risk strategy impact Include figure 730 and version 5.6..,0,creative,1,40.88
1224,food,en,2025-06-07T15:11:41,user,draft,Q1224 (en/food): query token classify design trend visualize strategy classify cost table Include figure 327 and version 3.1..,0,"creative,tabular",0,58.67
1225,history,it,2025-09-08T09:50:41,user,draft,Q1225 (it/history): index evaluate index regulation classify field visualize predict Include figure 369 and version 4.0..,0,explanatory,1,37.77
1226,entertainment,en,2025-06-17T09:13:41,import,draft,Q1226 (en/entertainment): compose cost explain dataset cost summarize risk dataset table Include figure 834 and version 1.2..,0,"explanatory,reasoning,short",1,42.07
1227,history,es,2025-09-13T09:43:41,user,curated,Q1227 (es/history): trend format embedding summarize explain predict policy dataset normalize compare query summarize field.,0,"factual,howto,tabular",1,29.25
1228,sports,es,2025-05-20T09:17:41,user,draft,Q1228 (es/sports): strategy compose format regulation field evaluate cost response token.,0,"code,narrative,tabular",1,26.95
1229,history,es,2025-10-12T10:00:41,user,draft,Q1229 (es/history): explain visualize risk regulation impact summarize strategy token Include figure 376 and version 1.2..,0,"explanatory,summary",1,41.54
1230,science,en,2025-09-28T15:06:41,user,draft,Q1230 (en/science): strategy prompt evaluate response index embedding design compose compare strategy format visualize outline.,0,long,0,35.59
1231,technology,en,2025-08-11T09:19:41,synthetic,rejected,Q1231 (en/technology): field classify visualize token risk classify compare impact Include figure 536 and version 2.1..,0,"code,summary",1,25.15
1232,healthcare,fr,2025-08-04T12:01:41,user,draft,Q1232 (fr/healthcare): policy normalize prompt evaluate pipeline policy policy summarize cost dataset risk benefit.,0,"howto,long",1,31.49
1233,sports,fr,2025-08-25T10:07:41,synthetic,curated,Q1233 (fr/sports): dataset explain benefit visualize format response embedding design analyze dataset design dataset summarize.,0,short,0,39.29
1234,history,en,2025-08-28T10:28:41,user,rejected,Q1234 (en/history): explain predict compose analyze field prompt analyze regulation outline table.,0,short,1,25.8
1235,travel,es,2025-08-26T10:18:41,import,draft,Q1235 (es/travel): pipeline embedding query normalize predict regulation explain summarize evaluate outline response.,0,"long,math,reasoning",1,23.25
1236,technology,en,2025-08-16T11:41:41,user,curated,Q1236 (en/technology): impact normalize evaluate summarize summarize explain trend benefit benefit query.,0,howto,0,25.69
1237,healthcare,it,2025-07-31T09:33:41,user,curated,Q1237 (it/healthcare): analyze impact response format compose evaluate trend compose table summarize cost token pipeline.,0,math,0,38.54
1238,finance,en,2025-10-21T09:40:41,import,draft,Q1238 (en/finance): evaluate evaluate field strategy table field strategy response.,0,"narrative,tabular",0,26.95
1239,science,en,2025-08-29T10:52:41,user,curated,Q1239 (en/science): predict compare normalize classify query trend trend format compare cost compose outline.,0,"narrative,short",0,32.87
1240,education,fr,2025-06-14T09:56:41,import,draft,Q1240 (fr/education): compose response policy benefit evaluate predict visualize dataset predict cost impact.,0,short,1,39.71
1241,literature,en,2025-10-01T09:14:41,synthetic,draft,Q1241 (en/literature): outline predict benefit prompt outline normalize analyze outline dataset explain dataset dataset trend.,0,code,0,42.17
1242,sports,es,2025-08-04T09:35:41,user,draft,Q1242 (es/sports): explain design classify design cost strategy impact normalize dataset outline.,0,"math,reasoning",0,26.91
1243,art,en,2025-07-20T10:45:41,import,draft,Q1243 (en/art): response compare cost cost policy trend policy summarize field embedding.,0,short,1,20.89
1244,healthcare,en,2025-06-16T09:32:41,import,draft,Q1244 (en/healthcare): embedding embedding field cost response outline explain visualize.,0,math,0,31.75
1245,entertainment,it,2025-09-28T10:10:41,synthetic,draft,Q1245 (it/entertainment): analyze policy design evaluate trend outline compose response embedding visualize visualize pipeline response Include figure 425 and version 4.0..,0,"short,tabular",1,72.91
1246,finance,de,2025-10-05T09:56:41,synthetic,draft,Q1246 (de/finance): index compare dataset explain pipeline evaluate trend classify classify strategy token Include figure 675 and version 5.2..,0,"creative,tabular",0,48.6
1247,environment,es,2025-11-06T09:30:41,user,draft,Q1247 (es/environment): regulation cost response policy format response benefit impact format impact.,0,explanatory,1,23.57
1248,technology,de,2025-09-20T10:40:41,synthetic,curated,Q1248 (de/technology): index index field benefit format token embedding regulation prompt dataset visualize explain response field Example: for(i=0;i<n;i++){ compute(); }.,1,reasoning,1,80.43
1249,art,en,2025-07-10T10:44:41,import,rejected,Q1249 (en/art): strategy predict analyze format prompt visualize format pipeline Include figure 365 and version 3.2..,0,"long,math",0,34.81
1250,economics,es,2025-10-31T13:42:41,synthetic,draft,Q1250 (es/economics): analyze regulation trend outline index prompt table analyze Include figure 927 and version 4.6..,0,"code,reasoning",1,43.5
1251,literature,fr,2025-07-01T09:17:41,user,draft,Q1251 (fr/literature): explain trend field table token dataset analyze compare.,0,"factual,reasoning,short",0,23.15
1252,literature,de,2025-05-21T09:45:41,user,draft,Q1252 (de/literature): explain response benefit summarize normalize trend normalize dataset table design field Include figure 637 and version 2.5..,0,"creative,explanatory,long",0,50.67
1253,sports,en,2025-05-19T12:20:41,import,curated,Q1253 (en/sports): format strategy normalize policy dataset benefit compare format analyze embedding format analyze.,0,long,1,37.29
1254,art,es,2025-07-29T09:13:41,user,draft,Q1254 (es/art): impact table policy response design impact dataset index prompt token normalize outline.,0,"long,math,reasoning",1,37.86
1255,geography,it,2025-05-22T09:51:41,import,curated,Q1255 (it/geography): prompt outline cost analyze design pipeline benefit benefit compare evaluate policy cost field.,0,tabular,1,17.81
1256,healthcare,en,2025-06-24T09:22:41,user,curated,Q1256 (en/healthcare): outline summarize cost compare embedding classify predict predict.,0,"code,long,reasoning",0,20.83
1257,technology,es,2025-06-12T11:13:41,user,curated,Q1257 (es/technology): index trend benefit impact strategy strategy prompt policy regulation pipeline summarize risk Example: for(i=0;i<n;i++){ compute(); }.,1,narrative,1,67.28
1258,sports,fr,2025-09-09T09:37:41,synthetic,curated,Q1258 (fr/sports): benefit outline token field cost field classify explain pipeline strategy embedding.,0,howto,0,30.7
1259,finance,en,2025-10-05T09:51:41,user,draft,Q1259 (en/finance): benefit benefit predict cost compose query pipeline policy pipeline dataset Include figure 331 and version 4.2..,0,code,1,43.35
1260,travel,en,2025-09-25T10:11:41,import,draft,Q1260 (en/travel): regulation regulation normalize compare compose regulation evaluate compare analyze benefit analyze policy summarize policy Include figure 448 and version 5.9..,0,"factual,narrative",1,63.02
1261,economics,es,2025-10-16T10:20:41,synthetic,curated,Q1261 (es/economics): regulation compose query regulation design design format explain index Include figure 863 and version 2.8..,0,"creative,reasoning,short",1,54.81
1262,geography,fr,2025-08-05T09:49:41,user,draft,Q1262 (fr/geography): regulation query impact classify pipeline format table compose summarize impact summarize pipeline compare.,0,"long,math,short",1,46.91
1263,literature,en,2025-08-01T09:38:41,user,draft,Q1263 (en/literature): prompt compare predict impact benefit summarize cost field cost visualize analyze strategy policy cost Include figure 232 and version 2.0..,0,narrative,1,67.15
1264,science,en,2025-06-05T10:59:41,synthetic,draft,Q1264 (en/science): token outline strategy compare prompt dataset impact table predict impact embedding token field.,0,"summary,tabular",0,36.85
1265,technology,de,2025-07-03T10:37:41,import,draft,Q1265 (de/technology): dataset normalize response token field table classify query embedding compose token risk cost.,0,code,1,40.43
1266,travel,fr,2025-07-24T09:49:41,user,rejected,Q1266 (fr/travel): dataset cost outline explain compare risk policy compare normalize.,0,"code,summary",1,18.33
1267,geography,de,2025-10-02T09:35:41,synthetic,draft,Q1267 (de/geography): analyze summarize table format token field predict risk.,0,tabular,1,21.01
1268,education,en,2025-07-08T09:34:41,synthetic,draft,Q1268 (en/education): compare regulation trend summarize predict response trend outline predict query impact design visualize.,0,"narrative,reasoning,tabular",1,49.58
1269,sports,en,2025-10-11T09:29:41,synthetic,curated,Q1269 (en/sports): outline field explain policy strategy table compose table response outline query explain prompt Include figure 991 and version 4.0..,0,"narrative,reasoning",1,43.57
1270,sports,it,2025-07-03T09:50:41,user,draft,Q1270 (it/sports): strategy table regulation query field policy visualize pipeline outline regulation response query.,0,"howto,narrative",1,32.2
1271,food,en,2025-08-28T09:31:41,user,draft,Q1271 (en/food): policy format strategy dataset token classify normalize predict design policy.,0,"short,summary",1,36.76
1272,healthcare,de,2025-08-30T09:39:41,synthetic,draft,Q1272 (de/healthcare): query impact impact table predict prompt impact explain analyze.,0,short,0,27.83
1273,economics,en,2025-06-25T09:14:41,user,rejected,Q1273 (en/economics): normalize dataset table token cost strategy index prompt summarize compare trend.,0,"math,tabular",0,36.24
1274,technology,en,2025-08-22T12:08:41,import,curated,Q1274 (en/technology): compose index trend embedding cost query index outline embedding.,0,"code,math,reasoning",0,18.78
1275,travel,es,2025-10-22T10:05:41,import,curated,Q1275 (es/travel): predict benefit compose prompt outline impact compose format prompt evaluate regulation explain field impact.,0,"creative,howto,short",1,36.67
1276,finance,en,2025-08-26T09:56:41,user,curated,Q1276 (en/finance): format policy design classify normalize regulation evaluate pipeline response table Include figure 47 and version 5.3..,0,"explanatory,howto,short",1,57.65
1277,healthcare,en,2025-09-19T12:29:41,user,curated,Q1277 (en/healthcare): evaluate field regulation risk table response policy predict visualize risk classify outline.,0,factual,1,37.99
1278,finance,fr,2025-06-09T11:03:41,synthetic,draft,Q1278 (fr/finance): format token regulation visualize index dataset format impact prompt index compare response.,0,"code,creative,summary",1,26.87
1279,travel,en,2025-10-06T10:00:41,import,draft,Q1279 (en/travel): strategy trend risk compose prompt classify compose summarize outline response analyze benefit.,0,"explanatory,short",1,21.0
1280,geography,en,2025-10-06T08:56:41,user,draft,Q1280 (en/geography): compare pipeline query explain outline impact impact normalize summarize normalize Include figure 562 and version 5.2..,0,creative,0,54.88
